ID	b	se	OR	lower_ci	upper_ci	p	Qstat	Qpval	fstat_adiposity	fstat_protein	exposure	mediator	cancer	group	adiposity	protein	protein_name	gene	uni_prot	ensembl_gene_ID	entrez_gene_ID	HGNC_ID
BMI_11671_19_overall_Sex-combined	0.00211951904097019	0.0567272751447356	1.00212176680923	0.89667128882636	1.1199734484945	0.970212423565372	744.894642468042	1.22802397765942e-18	30.7508938672186	1.41784436495888	11671_19	BMI	overall	Sex-combined	BMI	BRPF1	Peregrin	BRPF1	P55201	ENSG00000156983	NA	HGNC:14255
BMI_12361_102_colon_Female	0.164352262834583	0.0593111298162164	1.17862942931747	1.04927814668004	1.32392667859194	0.00603914770585785	278.622939359997	0.0194695569502383	66.443466888614	1.40784469244204	BMI	12361_102	colon	Female	BMI	RRAS2	Ras-related protein R-Ras2	RRAS2	P62070	ENSG00000133818	22800	HGNC:17271
BMI_12361_102_colon_Female	0.0543357472382891	0.109093186209095	1.05583903769236	0.8525811380702	1.3075542300155	0.618906397218484	278.622939359997	0.0194695569502383	66.443466888614	1.40784469244204	12361_102	BMI	colon	Female	BMI	RRAS2	Ras-related protein R-Ras2	RRAS2	P62070	ENSG00000133818	22800	HGNC:17271
BMI_12366_16_proximal_Female	0.195323715399027	0.0750077111685249	1.21570446505476	1.04949448093557	1.40823736875355	0.00980507189335659	285.698018688588	0.0093026820345278	52.7429109094653	2.46410356883671	BMI	12366_16	proximal	Female	BMI	CRGD	Gamma-crystallin D	CRYGD	P07320	ENSG00000118231	1421	HGNC:2411
BMI_12366_16_proximal_Female	0.187887400280852	0.11189653498084	1.20669763388497	0.969058973981199	1.50261152181625	0.0944696646550885	285.698018688588	0.0093026820345278	52.7429109094653	2.46410356883671	12366_16	BMI	proximal	Female	BMI	CRGD	Gamma-crystallin D	CRYGD	P07320	ENSG00000118231	1421	HGNC:2411
BMI_12400_25_distal_Male	0.209602921321715	0.0804145916411405	1.23318828994832	1.0533655476816	1.44370903511392	0.00985311059702566	257.451531892565	0.00154892950911338	43.2590984494576	2.54024167301131	BMI	12400_25	distal	Male	BMI	UBE2T	Ubiquitin-conjugating enzyme E2 T	UBE2T	Q9NPD8	ENSG00000077152	29089	HGNC:25009
BMI_12400_25_distal_Male	0.142494154912885	0.120592060458724	1.15314634069685	0.910404490125591	1.46061063789251	0.238794987948726	257.451531892565	0.00154892950911338	43.2590984494576	2.54024167301131	12400_25	BMI	distal	Male	BMI	UBE2T	Ubiquitin-conjugating enzyme E2 T	UBE2T	Q9NPD8	ENSG00000077152	29089	HGNC:25009
BMI_12444_39_proximal_Female	0.175413214698032	0.0762508208641748	1.19173855877254	1.02630154369462	1.3838435703336	0.0223094329145431	278.239776463422	0.0181223344593338	23.5378358524337	1.19686205707971	BMI	12444_39	proximal	Female	BMI	NR5A2	Nuclear receptor subfamily 5 group A member 2	NR5A2	O00482	ENSG00000116833	2494	HGNC:7984
BMI_12444_39_proximal_Female	0.321748982957627	0.157591156965448	1.3795384448313	1.01295349427685	1.87878943260489	0.0423158414619929	278.239776463422	0.0181223344593338	23.5378358524337	1.19686205707971	12444_39	BMI	proximal	Female	BMI	NR5A2	Nuclear receptor subfamily 5 group A member 2	NR5A2	O00482	ENSG00000116833	2494	HGNC:7984
BMI_12513_8_proximal_Female	0.192202049260883	0.0754601172165948	1.21191535883151	1.04529612608339	1.4050935427025	0.0115104280006715	282.988394985895	0.0110576631091531	57.5765786846761	1.48528359723628	BMI	12513_8	proximal	Female	BMI	GLTP	Glycolipid transfer protein	GLTP	Q9NZD2	ENSG00000139433	51228	HGNC:24867
BMI_12513_8_proximal_Female	0.224059133335015	0.141352570166242	1.25114500161747	0.94838769041699	1.65055264939606	0.114303818396685	282.988394985895	0.0110576631091531	57.5765786846761	1.48528359723628	12513_8	BMI	proximal	Female	BMI	GLTP	Glycolipid transfer protein	GLTP	Q9NZD2	ENSG00000139433	51228	HGNC:24867
BMI_12513_8_rectal_Female	-0.00209351075809434	0.0831631051035814	0.997908679107117	0.84781468682306	1.17457475945465	0.979938171720746	272.610006750213	0.031366077554511	57.5765786846761	1.48528359723628	BMI	12513_8	rectal	Female	BMI	GLTP	Glycolipid transfer protein	GLTP	Q9NZD2	ENSG00000139433	51228	HGNC:24867
BMI_12513_8_rectal_Female	0.296700895059731	0.156107095045466	1.34541281963819	0.990773813638336	1.82699182228039	0.0585908620893703	272.610006750213	0.031366077554511	57.5765786846761	1.48528359723628	12513_8	BMI	rectal	Female	BMI	GLTP	Glycolipid transfer protein	GLTP	Q9NZD2	ENSG00000139433	51228	HGNC:24867
BMI_12636_113_rectal_Female	0.0131653501911783	0.0851481303285962	1.01325239498629	0.857507815881584	1.19728403278743	0.87725767588389	279.648595723162	0.0156980757078794	14.2000070373684	1.18816589953117	BMI	12636_113	rectal	Female	BMI	SMYD2	N-lysine methyltransferase SMYD2	SMYD2	Q9NRG4	ENSG00000143499	NA	HGNC:20982
BMI_12636_113_rectal_Female	0.129343623985718	0.176862843372514	1.13808112895617	0.804682451942036	1.60961464110498	0.465320717912583	279.648595723162	0.0156980757078794	14.2000070373684	1.18816589953117	12636_113	BMI	rectal	Female	BMI	SMYD2	N-lysine methyltransferase SMYD2	SMYD2	Q9NRG4	ENSG00000143499	NA	HGNC:20982
BMI_12647_52_proximal_Female	0.19325426273493	0.0759348843468737	1.21319122362483	1.04542331489453	1.40788226559573	0.0115769219321887	284.365496666258	0.00953136531094194	24.6278848053574	1.32488111264235	BMI	12647_52	proximal	Female	BMI	SETD2	Histone-lysine N-methyltransferase SETD2	SETD2	Q9BYW2	ENSG00000181555	29072	HGNC:18420
BMI_12647_52_proximal_Female	0.196696490392444	0.148405414131741	1.21737449977246	0.910120635926043	1.6283563015669	0.186342330722381	284.365496666258	0.00953136531094194	24.6278848053574	1.32488111264235	12647_52	BMI	proximal	Female	BMI	SETD2	Histone-lysine N-methyltransferase SETD2	SETD2	Q9BYW2	ENSG00000181555	29072	HGNC:18420
BMI_12661_44_colon_Female	0.137467195812372	0.0625263475040138	1.14736406700859	1.0150273467123	1.29695451706447	0.0288981793879889	275.8839062036	0.0229118646908447	11.4036413783797	1.56812770809663	BMI	12661_44	colon	Female	BMI	GBRL1	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	Q9H0R8	ENSG00000139112	NA	HGNC:4068
BMI_12661_44_colon_Female	0.142733835881497	0.102461075272954	1.15342276105377	0.94356514386648	1.40995465375643	0.164936738924114	275.8839062036	0.0229118646908447	11.4036413783797	1.56812770809663	12661_44	BMI	colon	Female	BMI	GBRL1	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	Q9H0R8	ENSG00000139112	NA	HGNC:4068
BMI_12661_44_overall_Female	0.0819628362850618	0.0555640508619301	1.08541547100883	0.973417013407596	1.21030013702052	0.141539971790829	306.919749739353	0.000606097796762657	11.4036413783797	1.56812770809663	BMI	12661_44	overall	Female	BMI	GBRL1	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	Q9H0R8	ENSG00000139112	NA	HGNC:4068
BMI_12661_44_overall_Female	0.098866802710364	0.0912858561047665	1.10391925071367	0.923066983824488	1.32020507011	0.27991223391449	306.919749739353	0.000606097796762657	11.4036413783797	1.56812770809663	12661_44	BMI	overall	Female	BMI	GBRL1	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	Q9H0R8	ENSG00000139112	NA	HGNC:4068
BMI_12661_44_proximal_Sex-combined	0.21673867044473	0.0530691634514711	1.24201948332415	1.1193219610681	1.37816682832237	5.26600176848717e-05	576.925657470231	5.61759366541039e-06	13.4173385045025	1.27719005423262	BMI	12661_44	proximal	Sex-combined	BMI	GBRL1	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	Q9H0R8	ENSG00000139112	NA	HGNC:4068
BMI_12661_44_proximal_Sex-combined	-0.0478484489437148	0.0811311615973356	0.953278246455927	0.813128987608014	1.11758334657252	0.555652639826819	576.925657470231	5.61759366541039e-06	13.4173385045025	1.27719005423262	12661_44	BMI	proximal	Sex-combined	BMI	GBRL1	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	Q9H0R8	ENSG00000139112	NA	HGNC:4068
BMI_12664_19_distal_Male	0.200326926720858	0.0818032590953538	1.22180213263828	1.04080300862181	1.43427760964695	0.0152133537960003	256.084045092853	0.00186487108588337	20.8701996150948	1.43632228147648	BMI	12664_19	distal	Male	BMI	PTN13	Tyrosine-protein phosphatase non-receptor type 13	PTPN13	Q12923	ENSG00000163629	5783	HGNC:9646
BMI_12664_19_distal_Male	0.209097162969225	0.168806087003964	1.23256475236344	0.885358379320842	1.7159332359108	0.216952064784176	256.084045092853	0.00186487108588337	20.8701996150948	1.43632228147648	12664_19	BMI	distal	Male	BMI	PTN13	Tyrosine-protein phosphatase non-receptor type 13	PTPN13	Q12923	ENSG00000163629	5783	HGNC:9646
BMI_12664_19_proximal_Female	0.183486576473129	0.07826680046014	1.20139883829386	1.03054073257767	1.40058429815151	0.0199036823512749	285.13639615481	0.00876191138149575	21.0080577762345	1.42066667139157	BMI	12664_19	proximal	Female	BMI	PTN13	Tyrosine-protein phosphatase non-receptor type 13	PTPN13	Q12923	ENSG00000163629	5783	HGNC:9646
BMI_12664_19_proximal_Female	0.188285140733234	0.14584788965411	1.20717768180867	0.907032748622714	1.60664315336989	0.197999253017509	285.13639615481	0.00876191138149575	21.0080577762345	1.42066667139157	12664_19	BMI	proximal	Female	BMI	PTN13	Tyrosine-protein phosphatase non-receptor type 13	PTPN13	Q12923	ENSG00000163629	5783	HGNC:9646
BMI_12705_9_distal_Female	0.097326847047905	0.0768175610376611	1.10222057229306	0.948156626463176	1.28131803973974	0.206430351922547	243.983953371055	0.266317888328024	30.0790093569731	1.26357787544317	BMI	12705_9	distal	Female	BMI	HERC1	Probable E3 ubiquitin-protein ligase HERC1	HERC1	Q15751	ENSG00000103657	NA	HGNC:4867
BMI_12705_9_distal_Female	0.180236698791858	0.154522251654182	1.19750077656574	0.884593630104647	1.62109251194349	0.244645284708727	243.983953371055	0.266317888328024	30.0790093569731	1.26357787544317	12705_9	BMI	distal	Female	BMI	HERC1	Probable E3 ubiquitin-protein ligase HERC1	HERC1	Q15751	ENSG00000103657	NA	HGNC:4867
BMI_12705_9_rectal_Female	0.00535858211001467	0.0843809062284198	1.00537296499027	0.852119934303635	1.18618842024784	0.949419316554695	277.287238178391	0.0199417460935488	30.0790093569731	1.26357787544317	BMI	12705_9	rectal	Female	BMI	HERC1	Probable E3 ubiquitin-protein ligase HERC1	HERC1	Q15751	ENSG00000103657	NA	HGNC:4867
BMI_12705_9_rectal_Female	0.20590622930458	0.169700872510523	1.22863798835488	0.880991341777098	1.7134689466797	0.226230642738179	277.287238178391	0.0199417460935488	30.0790093569731	1.26357787544317	12705_9	BMI	rectal	Female	BMI	HERC1	Probable E3 ubiquitin-protein ligase HERC1	HERC1	Q15751	ENSG00000103657	NA	HGNC:4867
BMI_12712_9_proximal_Female	0.198615891298268	0.0779875007477154	1.21971337339007	1.04682355133766	1.42115709120754	0.011520125682182	287.843663468419	0.00648200838537337	18.568622920375	1.4246824900032	BMI	12712_9	proximal	Female	BMI	HM20A	High mobility group protein 20A	HMG20A	Q9NP66	ENSG00000140382	NA	HGNC:5001
BMI_12712_9_proximal_Female	0.10727903704739	0.141482616756848	1.11324484769913	0.843642129239269	1.46900450792585	0.449071559530107	287.843663468419	0.00648200838537337	18.568622920375	1.4246824900032	12712_9	BMI	proximal	Female	BMI	HM20A	High mobility group protein 20A	HMG20A	Q9NP66	ENSG00000140382	NA	HGNC:5001
BMI_12721_4_distal_Male	0.217726068533616	0.0804681207066663	1.24324645664421	1.0618456273557	1.4556369703264	0.00741900728790559	259.421872862795	0.00118037185672899	45.4027049409971	2.57904448067805	BMI	12721_4	distal	Male	BMI	TAXB1	Tax1-binding protein 1	TAX1BP1	Q86VP1	ENSG00000106052	NA	HGNC:11575
BMI_12721_4_distal_Male	0.0761675399688098	0.123877367059543	1.0791433586572	0.846510985898388	1.37570617267066	0.539362389052783	259.421872862795	0.00118037185672899	45.4027049409971	2.57904448067805	12721_4	BMI	distal	Male	BMI	TAXB1	Tax1-binding protein 1	TAX1BP1	Q86VP1	ENSG00000106052	NA	HGNC:11575
BMI_12735_39_proximal_Female	0.196179630149239	0.0787138809202115	1.21674544987188	1.0427906361865	1.41971881834116	0.0133906331451936	287.641134422316	0.00663186801737539	9.79781890817402	1.20537030047472	BMI	12735_39	proximal	Female	BMI	CSDE1	Cold shock domain-containing protein E1	CSDE1	O75534	ENSG00000009307	7812	HGNC:29905
BMI_12735_39_proximal_Female	0.121345064656665	0.154700334809727	1.12901442813543	0.8337117235678	1.52891406334448	0.433612716111489	287.641134422316	0.00663186801737539	9.79781890817402	1.20537030047472	12735_39	BMI	proximal	Female	BMI	CSDE1	Cold shock domain-containing protein E1	CSDE1	O75534	ENSG00000009307	7812	HGNC:29905
BMI_12743_18_colon_Female	0.161368858526334	0.0604544397631433	1.17511834130203	1.04381070564701	1.32294400564561	0.00813876846659754	278.535990708433	0.0175869883409131	33.1201416203189	1.84510441645062	BMI	12743_18	colon	Female	BMI	BAG5	BAG family molecular chaperone regulator 5	BAG5	Q9UL15	ENSG00000166170	9529	HGNC:941
BMI_12743_18_colon_Female	0.0531211232369456	0.100334636908044	1.0545573687861	0.866290682979067	1.28373912580558	0.597006819922567	278.535990708433	0.0175869883409131	33.1201416203189	1.84510441645062	12743_18	BMI	colon	Female	BMI	BAG5	BAG family molecular chaperone regulator 5	BAG5	Q9UL15	ENSG00000166170	9529	HGNC:941
BMI_12743_18_colon_Sex-combined	0.186325828209678	0.04239627364161	1.20481475906652	1.10874542888871	1.30920819679901	1.39376330156324e-05	648.42901685125	1.23798133804314e-10	33.9402371980572	1.5104150836396	BMI	12743_18	colon	Sex-combined	BMI	BAG5	BAG family molecular chaperone regulator 5	BAG5	Q9UL15	ENSG00000166170	9529	HGNC:941
BMI_12743_18_colon_Sex-combined	0.0477149214943487	0.0633278107805065	1.04887160195075	0.926438524707714	1.18748476886344	0.451580691095618	648.42901685125	1.23798133804314e-10	33.9402371980572	1.5104150836396	12743_18	BMI	colon	Sex-combined	BMI	BAG5	BAG family molecular chaperone regulator 5	BAG5	Q9UL15	ENSG00000166170	9529	HGNC:941
BMI_12743_18_proximal_Female	0.190949574166865	0.0771730078941944	1.21039841519388	1.040488670934	1.40805408499907	0.0140661642500705	287.403555810988	0.00681165062571541	33.1201416203189	1.84510441645062	BMI	12743_18	proximal	Female	BMI	BAG5	BAG family molecular chaperone regulator 5	BAG5	Q9UL15	ENSG00000166170	9529	HGNC:941
BMI_12743_18_proximal_Female	0.148383022817279	0.127467736030515	1.1599571013241	0.903522975526729	1.48917129210556	0.245586095329434	287.403555810988	0.00681165062571541	33.1201416203189	1.84510441645062	12743_18	BMI	proximal	Female	BMI	BAG5	BAG family molecular chaperone regulator 5	BAG5	Q9UL15	ENSG00000166170	9529	HGNC:941
BMI_12743_18_proximal_Sex-combined	0.204305278863079	0.0517348961198935	1.22667257351065	1.10838597712332	1.35758267756921	9.14598849224719e-05	576.648738815196	5.82252767227344e-06	33.9402371980572	1.5104150836396	BMI	12743_18	proximal	Sex-combined	BMI	BAG5	BAG family molecular chaperone regulator 5	BAG5	Q9UL15	ENSG00000166170	9529	HGNC:941
BMI_12743_18_proximal_Sex-combined	0.0326629936503172	0.0772003646734647	1.03320228483213	0.888118835564507	1.20198662457576	0.672435452749952	576.648738815196	5.82252767227344e-06	33.9402371980572	1.5104150836396	12743_18	BMI	proximal	Sex-combined	BMI	BAG5	BAG family molecular chaperone regulator 5	BAG5	Q9UL15	ENSG00000166170	9529	HGNC:941
BMI_12750_9_proximal_Female	0.199190512285354	0.0768803007020422	1.22041444769936	1.04970074932834	1.4188914555947	0.0101760325081623	288.077742522987	0.00715602721158678	24.5134568939035	2.47686293598493	BMI	12750_9	proximal	Female	BMI	LFA-1 beta-2	Integrin beta-2	ITGB2	P05107	ENSG00000160255	3689	HGNC:6155
BMI_12750_9_proximal_Female	0.0829672290244609	0.107209218299275	1.08650620209664	0.880590266622046	1.34057321769279	0.439785369675495	288.077742522987	0.00715602721158678	24.5134568939035	2.47686293598493	12750_9	BMI	proximal	Female	BMI	LFA-1 beta-2	Integrin beta-2	ITGB2	P05107	ENSG00000160255	3689	HGNC:6155
BMI_12795_2_proximal_Female	0.18757642952788	0.0776421065609439	1.20632244455263	1.03603186456708	1.40460336211715	0.016469591470378	286.177739805837	0.00781112802439822	19.5900017876989	1.60110424598767	BMI	12795_2	proximal	Female	BMI	ZN566	Zinc finger protein 566	ZNF566	Q969W8	ENSG00000186017	NA	HGNC:25919
BMI_12795_2_proximal_Female	0.154620004324097	0.130353005258627	1.16721434042128	0.90404884679651	1.50698639936625	0.236770996657325	286.177739805837	0.00781112802439822	19.5900017876989	1.60110424598767	12795_2	BMI	proximal	Female	BMI	ZN566	Zinc finger protein 566	ZNF566	Q969W8	ENSG00000186017	NA	HGNC:25919
BMI_12798_46_proximal_Female	0.205249913905389	0.0757216389568652	1.22783187888306	1.05848167747823	1.42427701383855	0.00721843001174007	287.620256179269	0.00664749347632398	44.2792882247255	2.58085687167366	BMI	12798_46	proximal	Female	BMI	S4A8	Electroneutral sodium bicarbonate exchanger 1	SLC4A8	Q2Y0W8	ENSG00000050438	NA	HGNC:11034
BMI_12798_46_proximal_Female	0.0709231876216941	0.104931866348931	1.07349876470815	0.873940249200955	1.31862515644928	0.499778903962282	287.620256179269	0.00664749347632398	44.2792882247255	2.58085687167366	12798_46	BMI	proximal	Female	BMI	S4A8	Electroneutral sodium bicarbonate exchanger 1	SLC4A8	Q2Y0W8	ENSG00000050438	NA	HGNC:11034
BMI_12801_33_distal_Female	0.100133438765616	0.0779266727749599	1.10531840055847	0.948756746015027	1.28771549898818	0.200084147236345	242.258532797032	0.292389538280855	25.8512619215195	1.33265981706185	BMI	12801_33	distal	Female	BMI	IRF2	Interferon regulatory factor 2	IRF2	P14316	ENSG00000168310	NA	HGNC:6117
BMI_12801_33_distal_Female	0.120864218774907	0.151034204716581	1.12847167669757	0.839320349430854	1.51723751958612	0.424388099624216	242.258532797032	0.292389538280855	25.8512619215195	1.33265981706185	12801_33	BMI	distal	Female	BMI	IRF2	Interferon regulatory factor 2	IRF2	P14316	ENSG00000168310	NA	HGNC:6117
BMI_12801_33_rectal_Female	0.00565965150084567	0.0868081086559958	1.00567569758587	0.848331125294816	1.19220382060524	0.948073080703761	283.021679214259	0.0110183421317152	25.8512619215195	1.33265981706185	BMI	12801_33	rectal	Female	BMI	IRF2	Interferon regulatory factor 2	IRF2	P14316	ENSG00000168310	NA	HGNC:6117
BMI_12801_33_rectal_Female	0.151887179437076	0.16881332359407	1.16402890262762	0.836116823353089	1.62054302497902	0.369194467929809	283.021679214259	0.0110183421317152	25.8512619215195	1.33265981706185	12801_33	BMI	rectal	Female	BMI	IRF2	Interferon regulatory factor 2	IRF2	P14316	ENSG00000168310	NA	HGNC:6117
BMI_12807_89_overall_Male	0.220831143491516	0.0562143037176541	1.2471128296658	1.1170051249394	1.39237535727637	0.00011864190843872	302.61127090228	9.6222478823334e-07	20.6273919647931	1.63516924457268	BMI	12807_89	overall	Male	BMI	RHG30	Rho GTPase-activating protein 30	ARHGAP30	Q7Z6I6	ENSG00000186517	NA	HGNC:27414
BMI_12807_89_overall_Male	0.0795454963233956	0.102313672910589	1.08279482159218	0.886043437919769	1.32323605761303	0.437825536283293	302.61127090228	9.6222478823334e-07	20.6273919647931	1.63516924457268	12807_89	BMI	overall	Male	BMI	RHG30	Rho GTPase-activating protein 30	ARHGAP30	Q7Z6I6	ENSG00000186517	NA	HGNC:27414
BMI_12820_1_proximal_Female	0.19748960305256	0.0744041515569568	1.21834039788271	1.05301498729674	1.40962222097481	0.00848828621436076	286.538331506796	0.0121279516844777	64.2970699581126	2.78291152570983	BMI	12820_1	proximal	Female	BMI	GRAP	GRB2-related adapter protein	GRAP	Q13588	ENSG00000154016	NA	HGNC:4562
BMI_12820_1_proximal_Female	0.171972702184073	0.104878844393533	1.18764541264554	0.966968041856538	1.45868484285157	0.102394128813551	286.538331506796	0.0121279516844777	64.2970699581126	2.78291152570983	12820_1	BMI	proximal	Female	BMI	GRAP	GRB2-related adapter protein	GRAP	Q13588	ENSG00000154016	NA	HGNC:4562
BMI_12842_43_proximal_Sex-combined	0.205139008221301	0.0514193040032518	1.22769571289952	1.10999684433075	1.35787481844655	7.76137563987216e-05	577.975145624319	5.69006947595083e-06	22.881264720064	1.62777323853787	BMI	12842_43	proximal	Sex-combined	BMI	STX10	Syntaxin-10	STX10	O60499	ENSG00000104915	NA	HGNC:11428
